Website,Headline,Description,Link,Content Page
https://www.trendhunter.com/,Alternative Dental Care Campaigns - Invisalign's TikTok Campaign Leveraged Teen Influencers (TrendHunter.com),"Invisalign's TikTok campaign, which leveraged the platform's star Charli D'Amelio, saw a 25% jump in sales among teenagers. The dental care brand, which specializes in a more...",https://www.newsdesk.lexisnexis.com/click/?a=43411372826&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=50110&fmi=169664413&e=VHJlbmQgSHVudGVy&d=148270&t=3&mbc=Q1QzL2E9NDM0MTEzNzI4MjYmcD0xNGUmdj0xJng9aDIyN2RWX0pQQjFaUENqakhtTE9HZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=927d6b9d01bf76d27e2322214ae17c6d,907.html
https://www.americanbankingnews.com/,IP Group Plc (IPO.L) (LON:IPO) Stock Passes Above 200-Day Moving Average of $67.03,IP Group Plc (IPO.L) (LON:IPO) passed above its two hundred day moving average during trading on Monday . The stock has a two hundred day moving average of $67.03 and traded as high as $83.60. IP...,https://www.newsdesk.lexisnexis.com/click/?a=43411088235&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=286&si=2382&fmi=246729953&e=QW1lcmljYW4gQmFua2luZyBOZXdz&d=148270&t=3&mbc=Q1QzL2E9NDM0MTEwODgyMzUmcD0xNGUmdj0xJng9b0RFWlZBY3BVZ3hWdENYaTVMQjU2QSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=e728a742c812c815d65b01a54ab0ce3d,908.html
https://www.marketscreener.com/,27-10-20 : EPSILON NET S.A. announces the acquisition of 80% of DATA COMMUNICATION S.A.,"...strengthening the collaboration model on the basis of technological partnership, announces the acquisition of 80% of DATA COMMUNICATION S.A . (DATA COMMUNICATION S.A. SOFTWARE DEVELOPMENT COMPANY...",https://www.newsdesk.lexisnexis.com/click/?a=43411011783&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=218223&fmi=645994870&e=TWFya2V0U2NyZWVuZXIuY29t&d=148270&t=3&mbc=Q1QzL2E9NDM0MTEwMTE3ODMmcD0xNGUmdj0xJng9REE4TUJtSEpzcF96QzdVS2RPYVE3QSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=5f55483c4944f66e75950b42cedcc0de,909.html
https://www.americanbankingnews.com/,Deerfield Healthcare Technology Acquisitions (NASDAQ:DFHT) Trading Down 0.5%,"Deerfield Healthcare Technology Acquisitions Corp. (NASDAQ:DFHT) shares fell 0.5% on Monday . The company traded as low as $10.15 and last traded at $10.15. 1,521 shares were traded during mid-day...",https://www.newsdesk.lexisnexis.com/click/?a=43410971495&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=286&si=2382&fmi=246729953&e=QW1lcmljYW4gQmFua2luZyBOZXdz&d=148270&t=3&mbc=Q1QzL2E9NDM0MTA5NzE0OTUmcD0xNGUmdj0xJng9TTZfcUZMWC1oTGJqTTJoTnFKbTR6dyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=1791792a0d832aa0931397349bfd6525,910.html
https://www.connect.media/,Dwelle Acquires West Loop Apartments in “COVID-Era Deal”,"Order Reprints... October 27, 2020 Dwelle acquired a rental complex at 1247-1249 W Madison St. in Chicago’s West Loop for $32,800,000, or $420,513 per unit. The fully-leased property consists...",https://www.newsdesk.lexisnexis.com/click/?a=43410931139&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=203544&fmi=627924228&e=Q29ubmVjdCBNZWRpYQ&d=148270&t=3&mbc=Q1QzL2E9NDM0MTA5MzExMzkmcD0xNGUmdj0xJng9anZjUjVidGlaTm9NMUxieFRkc0JEdyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=b9523b9052370286d013950a2e193410,911.html
https://www.connect.media/,Anchor Health Acquires Temecula MOB’s,"...October 27, 2020 Anchor Health Properties and an unnamed institutional equity partner acquired the Makena Medical Buildings in Temecula from Makena Medical Buildings Temecula, LLC, a local...",https://www.newsdesk.lexisnexis.com/click/?a=43410930883&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=203544&fmi=627924228&e=Q29ubmVjdCBNZWRpYQ&d=148270&t=3&mbc=Q1QzL2E9NDM0MTA5MzA4ODMmcD0xNGUmdj0xJng9MDVGV1ZvYVdKU0kwMHNlMVZVZ0VzQSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=c38cdad295b2e92620723593ae34855e,912.html
https://inkedin.com/,Genius Sports Becomes SPAC Target For A Future IPO,"...as Bloomberg and The Wall Street Journal announce that a special purpose acquisition company (SPAC) is the focus of a potential IPO for Genius Sports. Tech executives Harry You, former VP...",https://www.newsdesk.lexisnexis.com/click/?a=43410899822&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=245182&fmi=658427957&e=SW5rZWRpbi5jb20&d=148270&t=3&mbc=Q1QzL2E9NDM0MTA4OTk4MjImcD0xNGUmdj0xJng9aUFrZ3cySFNhTnNsVlRpYXZwMW4yQSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=fc12468a04feab543b0c19b854b8be81,913.html
https://www.spglobal.com/platts,Australian lithium miner Altura enters receivership,"Sydney — Australian lithium miner Altura entered into receivership Oct. 27 amid difficult market conditions for the sector, leaving confusion over the future of production at its flagship mine. ...",https://www.newsdesk.lexisnexis.com/click/?a=43410913252&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=218154&fmi=645809516&e=UyZQIEdsb2JhbCBQbGF0dHM&d=148270&t=3&mbc=Q1QzL2E9NDM0MTA5MTMyNTImcD0xNGUmdj0xJng9Wk9YQk04bVdBVkxyamV4UXVMUW1wZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=277ace6a0df8edf745e2a723d10faea5,914.html
https://www.otcmarkets.com/,Ahold Delhaize share buyback update,,https://www.newsdesk.lexisnexis.com/click/?a=43410689077&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=63397&fmi=437116655&e=T1RDIE1hcmtldHM&d=148270&t=3&mbc=Q1QzL2E9NDM0MTA2ODkwNzcmcD0xNGUmdj0xJng9Q3NIVlhMMHc5cF8yUjdZVnE2VDdGUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=a0b6e0c0b66b25da120e5156f23e3175,915.html
https://www.barchart.com/,Genius Sports Group To Go Public Through Combination With NYSE-Listed dMY Technology Group II,,https://www.newsdesk.lexisnexis.com/click/?a=43410672940&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=5002&fmi=269339206&e=QmFyY2hhcnQ&d=148270&t=3&mbc=Q1QzL2E9NDM0MTA2NzI5NDAmcD0xNGUmdj0xJng9b3FGakI2RjIzajZyOHQtS0JNX2M2QSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=6fe0c59c8c85807e9aa719cc0856d23b,916.html
https://www.americanbankingnews.com/,Mountain Crest Acquisition (OTCMKTS:MCACU) Trading Up 3%,Mountain Crest Acquisition Corp (OTCMKTS:MCACU) shot up 3% during mid-day trading on Monday . The stock traded as high as $10.85 and last traded at $10.72. 500 shares traded hands during trading...,https://www.newsdesk.lexisnexis.com/click/?a=43410648066&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=286&si=2382&fmi=246729953&e=QW1lcmljYW4gQmFua2luZyBOZXdz&d=148270&t=3&mbc=Q1QzL2E9NDM0MTA2NDgwNjYmcD0xNGUmdj0xJng9RTUwb2tLN21SeFRqMkNSbHkyc1YtUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=16061905f42410b5e4b84c8891a27781,917.html
http://tickerreport.com/,ETRACS Quarterly Pay 1.5X Leveraged Wells Fargo BDC Index ETN (NYSEARCA:BDCX) Trading Down 2.1%,ETRACS Quarterly Pay 1.5X Leveraged Wells Fargo BDC Index ETN (NYSEARCA:BDCX)’s stock price traded down 2.1% during trading on Monday . The stock traded as low as $23.39 and last traded at $23.39. 2...,https://www.newsdesk.lexisnexis.com/click/?a=43410657623&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=286&si=69375&fmi=494169610&e=VGlja2VyIFJlcG9ydA&d=148270&t=3&mbc=Q1QzL2E9NDM0MTA2NTc2MjMmcD0xNGUmdj0xJng9X0Vkd2lJeWwyaS1rendSRWkyWDBwZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=a3ed6199a3be7857e9f6f2d2c109b9d0,918.html
http://tickerreport.com/,FinTech Acquisition Corp. III (FTAC) versus Its Competitors Head-To-Head Review,"FinTech Acquisition Corp. III ( NASDAQ: FTAC ) is one of 155 publicly-traded companies in the “Holding & other investment offices” industry, but how does it compare to its peers? We will compare...",https://www.newsdesk.lexisnexis.com/click/?a=43410276816&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=286&si=69375&fmi=494169610&e=VGlja2VyIFJlcG9ydA&d=148270&t=3&mbc=Q1QzL2E9NDM0MTAyNzY4MTYmcD0xNGUmdj0xJng9N2JEbjk2MHg2cGhxY2JJeC1DSVJGdyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=c78b7ce1ec1028610746dcf6df5946d6,919.html
http://www.visionmonday.com/,"Continuing its Oregon Expansion, Sterling Vision Acquires Cascade Vision Center","...Sterling Vision of Eugene, Ore., announced earlier this month that it has acquired Cascade Vision Center,  which is based here, and will add the single-location practice to its growing network...",https://www.newsdesk.lexisnexis.com/click/?a=43409952135&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=52387&fmi=169825428&e=VmlzaW9uIE1vbmRheQ&d=148270&t=3&mbc=Q1QzL2E9NDM0MDk5NTIxMzUmcD0xNGUmdj0xJng9NEVXRWstN0RoYzBQTEtYeDVjdHZzZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=29e15524edc4bca38521d399ca6ecc67,920.html
https://www.rttnews.com/,"Charles Schwab To Cut 1,000 Jobs Following Acquisition Of TD Ameritrade","...Schwab Corp. ( SCHW ) Monday said the streamlining of its structure following the acquisition of TD Ameritrade Holding Corp. ( AMTD ) will result in a reduction of around 1,000 positions. This...",https://www.newsdesk.lexisnexis.com/click/?a=43410054676&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=286&si=42902&fmi=169661160&e=UlRUTmV3cy5jb20&d=148270&t=3&mbc=Q1QzL2E9NDM0MTAwNTQ2NzYmcD0xNGUmdj0xJng9QjJxem5BUHVWcTVvd2Z5OXNLZ3d6USZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=4b4d62dc6ca1ad66a2a1cc23cceef2a6,921.html
https://www.cioreview.com/,Intelliteach Acquires Hilltop Consultants,"Intelliteach has announced the acquisition of Hilltop Consultants, which will make it a Global IT Managed Service provider in the Legal Industry. FREMONT, CA: Intelliteach, a legal outsourcing...",https://www.newsdesk.lexisnexis.com/click/?a=43410028817&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=183549&fmi=597591984&e=Q0lPUmV2aWV3&d=148270&t=3&mbc=Q1QzL2E9NDM0MTAwMjg4MTcmcD0xNGUmdj0xJng9OHg1Vzk3bGJqMHJiMG1NRlJMMHUzUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=0560bfd5615dde2718684cc079dec431,922.html
https://relationshipscience.com/,"Kotak Mahindra denies takeover talks with IndusInd, but says its open for M&A opportunities",MUMBAI: Kotak Mahindra Bank on Monday denied takeover talks with IndusInd Bank but said they were...,https://www.newsdesk.lexisnexis.com/click/?a=43409782137&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=216281&fmi=644588952&e=UmVsYXRpb25zaGlwIFNjaWVuY2UuY29t&d=148270&t=3&mbc=Q1QzL2E9NDM0MDk3ODIxMzcmcD0xNGUmdj0xJng9ZkgteTh0cU15eXdTelY1WFZRQThLdyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=b6970c57831f9b45090fd4e5d0e8680c,923.html
https://www.barchart.com/,Turning Point Therapeutics Announces Pricing of $400 Million Public Offering of Common Stock,,https://www.newsdesk.lexisnexis.com/click/?a=43409673377&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=5002&fmi=269339206&e=QmFyY2hhcnQ&d=148270&t=3&mbc=Q1QzL2E9NDM0MDk2NzMzNzcmcD0xNGUmdj0xJng9cUpGb0pjby1RWXozS2s4MFhIRlo4QSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=ab89a0e47330f9d56c64242b10c55b1d,924.html
https://www.americanbankingnews.com/,"CRYO-CELL International, Inc. (OTCMKTS:CCEL) CEO Acquires $77,097.63 in Stock","CRYO-CELL International, Inc. (OTCMKTS:CCEL) CEO David Portnoy acquired 9,897 shares of CRYO-CELL International stock in a transaction that occurred on Monday, October 26th. The shares were bought...",https://www.newsdesk.lexisnexis.com/click/?a=43409582649&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=286&si=2382&fmi=246729953&e=QW1lcmljYW4gQmFua2luZyBOZXdz&d=148270&t=3&mbc=Q1QzL2E9NDM0MDk1ODI2NDkmcD0xNGUmdj0xJng9MGpWQUpLQ0RmODFtTXRrTGNqLU1DdyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=6af2a67175c02c6a0ccc420d184e26f6,925.html
https://seekingalpha.com/,"Maxim: Trading ~$5 Below The ADI Buyout Terms, Dividend Outlook Excellent","...lags the iShares PHLX Semiconductor ETF (SOXX) by over 20%. The pending merger with Analog Devices (ADI), which has been approved by the shareholders of both companies, has likely put a damper...",https://www.newsdesk.lexisnexis.com/click/?a=43409582921&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=44150&fmi=169663873&e=U2Vla2luZyBBbHBoYQ&d=148270&t=3&mbc=Q1QzL2E9NDM0MDk1ODI5MjEmcD0xNGUmdj0xJng9OWxPbFRFc0lEOURCbEpaV3VaSnVBUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=4bc6b4faf46b88f3423006d8954cf495,926.html
https://siliconangle.com/,Nitro Software hacked with customer data offered for sale on the dark web,"...thousands of accounts and documents linked to those companies including financial reports, merger and acquisition activities, non-disclosure agreements and product release details. In the words...",https://www.newsdesk.lexisnexis.com/click/?a=43409662525&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=103014&fmi=529592663&e=U2lsaWNvbkFOR0xF&d=148270&t=3&mbc=Q1QzL2E9NDM0MDk2NjI1MjUmcD0xNGUmdj0xJng9Y2dacDdoemNnOFFXWXNfQTV0OWllZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=96b88920703e0a72e5e840caf4087b9e,927.html
http://www.nasdaq.com/,Australian lithium producer Altura enters receivership,"MELBOURNE, Oct 27 (Reuters) - Australian lithium producer Altura Mining Ltd AJM.AX has entered receivership, administrator KordaMentha said, hit by a prolonged period of low prices for battery...",https://www.newsdesk.lexisnexis.com/click/?a=43409421736&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=34523&fmi=169659114&e=TmFzZGFx&d=148270&t=3&mbc=Q1QzL2E9NDM0MDk0MjE3MzYmcD0xNGUmdj0xJng9Z1BCcVZHa1NfdkhLdEZNUS1SR2ZUQSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=a9737799974fb22218263e10f33944eb,928.html
https://www.chicagobusiness.com/,Outcome Health may have found a merger partner,...network in doctors' offices. (Bloomberg) — L. Catterton-backed PatientPoint LLC is in talks to merge with main rival Outcome Health in a deal that would create the largest U.S. advertising...,https://www.newsdesk.lexisnexis.com/click/?a=43409470851&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=12030&fmi=169692198&e=Q3JhaW5zIENoaWNhZ29CdXNpbmVzcw&d=148270&t=3&mbc=Q1QzL2E9NDM0MDk0NzA4NTEmcD0xNGUmdj0xJng9c2ZrdGt3STZXZ0ZQd2V2RUQ4UXpTQSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=8ff2fef493386aaf86151de42734ec47,929.html
https://cointelegraph.com/,Exit scams and regulations disrupt global darknet markets,A report published by blockchain forensics firm CipherTrace has detailed significant disruptions to the clandestine darknet marketplace sector following a spate of exit scams during recent months. ...,https://www.newsdesk.lexisnexis.com/click/?a=43409121440&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=201640&fmi=624531958&e=Q09JTlRFTEVHUkFQSC5DT00&d=148270&t=3&mbc=Q1QzL2E9NDM0MDkxMjE0NDAmcD0xNGUmdj0xJng9ZFVyVEZuWTVsMU13bWhyY20tQUwzQSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=8cd04a81f764cef8ea8796efba9d8a25,930.html
https://www.law360.com/,COVID-19 Drug Developer Joins IPO Pipeline In Packed Week,"...are shell entities that raise money through IPOs in order to fund acquisitions, but several blank-check companies have also filed IPO plans in recent weeks and can price their offerings quickly...",https://www.newsdesk.lexisnexis.com/click/?a=43409083128&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=29357&fmi=169698554&e=TGF3MzYw&d=148270&t=3&mbc=Q1QzL2E9NDM0MDkwODMxMjgmcD0xNGUmdj0xJng9Q0lmbDRrdExPYVpLa0hLVmVpR1hEQSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=6a17dd2200164d228039622f7df84b45,931.html
http://www.equities.com/,"Charles Schwab To Lay Off 1,000 People After TD Ameritrade Acquisition","...or redundant roles across the two firms,” Charles Schwab, which completed the acquisition of TD Ameritrade earlier in October, said. The financial services company also said it won’t be executing...",https://www.newsdesk.lexisnexis.com/click/?a=43409197128&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=286&si=16858&fmi=286375906&e=RXF1aXRpZXMuY29t&d=148270&t=3&mbc=Q1QzL2E9NDM0MDkxOTcxMjgmcD0xNGUmdj0xJng9TWhHSl8xWHhSRHotdFpwcHpJQzhGQSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=56aabb0c7504e97b3d804a6bf11ba94b,932.html
https://www.law360.com/,Judge Questions FTC's Clout In Philly Hospital Merger Suit,"...an antitrust action seeking to block a $599 million merger of two Philadelphia-area hospital systems, pending a commission ruling. U.S. District...",https://www.newsdesk.lexisnexis.com/click/?a=43409051500&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=29357&fmi=169698554&e=TGF3MzYw&d=148270&t=3&mbc=Q1QzL2E9NDM0MDkwNTE1MDAmcD0xNGUmdj0xJng9SzA1SXcyY2s3YlBHWDlEdzlYckdkUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=87455a1c2c457805ac32d4672e4ad5f5,933.html
https://www.barchart.com/,Blackhawk Bancorp Announces 2020 Third Quarter Earnings and Share Repurchase Program,,https://www.newsdesk.lexisnexis.com/click/?a=43408989686&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=5002&fmi=269339206&e=QmFyY2hhcnQ&d=148270&t=3&mbc=Q1QzL2E9NDM0MDg5ODk2ODYmcD0xNGUmdj0xJng9TFFYaDVHVU15c2NVd3F2dFZUbndMQSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=a59638543a1a3b385b17f446a2a1fcfa,934.html
https://newsbeezer.com/,"Charles Schwab plans to lay off 1,000 employees after the merger of TD Ameritrade","“We have started to inform individuals that their roles have been eliminated and that they will leave the company,” wrote the Schwab Executive Council in a statement to the employees. “This will...",https://www.newsdesk.lexisnexis.com/click/?a=43408950696&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=223020&fmi=650078500&e=TmV3c0JlZXplcg&d=148270&t=3&mbc=Q1QzL2E9NDM0MDg5NTA2OTYmcD0xNGUmdj0xJng9UjhZUzRLU0lrYWxDZlVfN3JXX1A5ZyZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=dbd40af67bea2105b60a35a318ed19a4,935.html
https://votesmart.org/,Prohibits the Acquisition and Use of Military Property by Law Enforcement Agencies (HB 5049) - Concurrence Vote Failed - House,"Prohibits any state or local law enforcement agency or department to acquire, purchase, or otherwise accept (Sec 1): Weaponized unmanned aerial vehicles; Aircrafts configured for combat...",https://www.newsdesk.lexisnexis.com/click/?a=43408922979&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=0&si=234716&fmi=656459125&e=Vm90ZSBTbWFydA&d=148270&t=3&mbc=Q1QzL2E9NDM0MDg5MjI5NzkmcD0xNGUmdj0xJng9OVowWU5ja3o5VDJvblVkTVNSVXNUUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=b4d50aa8d92a8ff9844b8b3166de0e5b,936.html
https://www.americanbankingnews.com/,Leisure Acquisition (NASDAQ:NEBU) Hits New 12-Month High at $27.44,"Leisure Acquisition Corp. (NASDAQ:NEBU) reached a new 52-week high on Monday . The stock traded as high as $27.44 and last traded at $26.87, with a volume of 469673 shares changing...",https://www.newsdesk.lexisnexis.com/click/?a=43408919578&f=TmV3cw&s=YWxlcnQ&u=ZmxvcmVuY2lhLm1hbnRlY29uQHplcGh1cy5jb20&cn=WmVwaHVzLCBMdGQu&ci=317&i=286&si=2382&fmi=246729953&e=QW1lcmljYW4gQmFua2luZyBOZXdz&d=148270&t=3&mbc=Q1QzL2E9NDM0MDg5MTk1NzgmcD0xNGUmdj0xJng9VlZMWHV0cmVrQS1EZEFmQW02M01oUSZ1MT1ORCZ1Mj11cC11cm46dXNlcjpQQTE4NjgxNjc2OA&fi=1242663&ai=224580&wa=1&ac=&ck=d0fd464518348bdd6c7c0670faff6047,937.html
